govid|english_name|telephone
178|DAVID CHEUNG EMPLOYMENT AGENCY LIMITED|24028320

194|Mrs. MA's Employment Services|26533603
195|Mrs. MA's Employment Services|26533603
273|Romy Employment Services|26533603

224|Technic Employment Service Centre Limited|22334343
669|Cable Employment Service Limited|22334343

261|Maid Home Employment Agency|23339015
658|ANSTAR LIMITED|23339015

266|Caring Employment Centre|21519383
1439|TOP RESOURCES CONSULTANCY COMPANY|21519383

273|Romy Employment Services|26533603
194|Mrs. MA's Employment Services|26533603
195|Mrs. MA's Employment Services|26533603

324|Home De Fairy Consultants Limited|25263331
147|KA WO CONSULTANTS LIMITED|25263331
60|D.D. Domestic Services|25263331

352|Pessen Technology Limited|91234939
1284|MRS. HUI EMPLOYMENT AGENCY|91234939

397|The Searchers Human Resources Co.|23400648
319|Blue Sky Co.|23400648

418|LEADER EMPLOYMENT COMPANY LIMITED|26481918
419|LEADER EMPLOYMENT COMPANY LIMITED|26481918

419|LEADER EMPLOYMENT COMPANY LIMITED|26481918
418|LEADER EMPLOYMENT COMPANY LIMITED|26481918

427|Foreign Maid Employment Agency|31562334
1422|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|31562334

449|Jumbo International Maid Employment Agency|26688498
2194|SMOOTH MAID EMPLOYMENT AGENCY LIMITED|26688498

482|Great Possession Employment Agency|21178119
1040|Stone Employment Agency|21178119

529|Pawer Express International Company Limited|25783311
309|C. & K. ENTERPRISES COMPANY LIMITED|25783311

543|Hung Chau Company Limited|31023311
542|Hung Chau Company Limited|31023311

563|Kasa Maid Agency Limited|28187898
1320|Sa Sa Employment Agency|28187898

592|Arrow Employment Services|21511125
593|Arrow Employment Services|21511125

593|Arrow Employment Services|21511125
592|Arrow Employment Services|21511125

637|Pacific Garden Employment Agency|27812933
2568|BTI COURIER EXPRESS|27812933

641|A & E Employment Centre|27701198
656|AIE Employment Centre|27701198

642|A & E Employment Centre|31000151
1837|A&F; EMPLOYMENT CENTRE|31000151

667|Chin House Employment Agency Limited|27044880
979|Sunny Day Employment Agency|27044880

790|BLISS EMPLOYMENT SERVICES LIMITED|21111105
1452|Mamie Employment Centre Limited|21111105
3024|Tick Helper Limited|21111105

902|Grand Royal (AFT) Employment|27648878
905|Grand Royal (AFT) Employment|27648878

905|Grand Royal (AFT) Employment|27648878
902|Grand Royal (AFT) Employment|27648878

934|YOURMAID SERVICES CENTRE LIMITED|23888811
967|Enjoy Services Centre Limited|23888811

967|Enjoy Services Centre Limited|23888811
934|YOURMAID SERVICES CENTRE LIMITED|23888811

979|Sunny Day Employment Agency|27044880
667|Chin House Employment Agency Limited|27044880

1004|ALL THE BEST EMPLOYMENT LIMITED|21771888
1492|RCI International Employment Agency Limited|21771888

1040|Stone Employment Agency|21178119
482|Great Possession Employment Agency|21178119

1058|FURTHER CREATION EMPLOYMENT CENTRE|24124829
41|Superiority International Limited|24124829

1060|FURTHER CREATION EMPLOYMENT CENTRE|23886182
33|Finest International Limited|23886182

1208|Ngai Kan Employment Agency|91463388
1594|CHAMPION EMPLOYMENT|91463388

1225|Radiant Maid Agency Service Limited|27800037
1224|Radiant Maid Agency Service Limited|27800037

1237|SHUN FAT EMPLOYMENT CO|24990092
1400|NICOLE'S EMPLOYMENT CONSULTANTS|24990092

1267|FESDI EMPLOYMENT CENTRE|28992101
1265|FESDI EMPLOYMENT CENTRE|28992101
1272|FESDI EMPLOYMENT CENTRE|28992101

1284|MRS. HUI EMPLOYMENT AGENCY|91234939
352|Pessen Technology Limited|91234939

1296|WANG FULLCO EMPLOYMENT AGENCY LIMITED|23328850
2295|CORDIAL EMPLOYMENT AGENCY CO|23328850

1319|HAPPY HOUSE EMPLOYMENT AGENCY|27893218
1486|FAVOR MAID EMPLOYMENT AGENCY|27893218
1933|GOLDEN PEAK EMPLOYMENT AGENCY|27893218

1400|NICOLE'S EMPLOYMENT CONSULTANTS|24990092
1237|SHUN FAT EMPLOYMENT CO|24990092

1403|JET SYSTEM PACIFIC LIMITED|69217674
1404|JET SYSTEM PACIFIC LIMITED|69217674

1404|JET SYSTEM PACIFIC LIMITED|69217674
1403|JET SYSTEM PACIFIC LIMITED|69217674

1419|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|28973003
1228|LI WING EMPLOYMENT CENTRE|28973003

1422|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|31562334
427|Foreign Maid Employment Agency|31562334

1439|TOP RESOURCES CONSULTANCY COMPANY|21519383
266|Caring Employment Centre|21519383

1452|Mamie Employment Centre Limited|21111105
3024|Tick Helper Limited|21111105
790|BLISS EMPLOYMENT SERVICES LIMITED|21111105

1456|Excel Famous Domestic Helper Consultant Limited|23709999
1457|Excel Famous Domestic Helper Consultant Limited|23709999

1457|Excel Famous Domestic Helper Consultant Limited|23709999
1456|Excel Famous Domestic Helper Consultant Limited|23709999

1486|FAVOR MAID EMPLOYMENT AGENCY|27893218
1319|HAPPY HOUSE EMPLOYMENT AGENCY|27893218
1933|GOLDEN PEAK EMPLOYMENT AGENCY|27893218

1492|RCI International Employment Agency Limited|21771888
1004|ALL THE BEST EMPLOYMENT LIMITED|21771888

1553|FAI SING (HONG KONG) LIMITED|27084038
2682|Fong Wah Trading Co|27084038

1594|CHAMPION EMPLOYMENT|91463388
1208|Ngai Kan Employment Agency|91463388

1609|Ensemble Human Resources Co. Limited|35909993
1607|Ensemble Human Resources Co. Limited|35909993
1608|Ensemble Human Resources Co. Limited|35909993
1610|Ensemble Human Resources Co. Limited|35909993

1610|Ensemble Human Resources Co. Limited|35909993
1607|Ensemble Human Resources Co. Limited|35909993
1608|Ensemble Human Resources Co. Limited|35909993
1609|Ensemble Human Resources Co. Limited|35909993

1633|HOME CARE EMPLOYMENT AGENCY LIMITED|91925079
1632|HOME CARE EMPLOYMENT AGENCY LIMITED|91925079

1634|HOME CARE EMPLOYMENT AGENCY LIMITED|26739155
268|Sumber Makmur Trading Co.|26739155

1655|FIRST CAPITAL RESOURCES GROUP LIMITED|23709882
1833|Maid Best Limited|23709882

1689|FUN TOP EMPLOYMENT SERVICE COMPANY|27720086
2994|ANLIDA|27720086

1798|HEARTFUL EMPLOYMENT SERVICES (HK) LIMITED|26823841
56|Beatrice Filipino Domestic Helpers|26823841

1833|Maid Best Limited|23709882
1655|FIRST CAPITAL RESOURCES GROUP LIMITED|23709882

1835|A&F; EMPLOYMENT CENTRE|96821622
1836|A&F; EMPLOYMENT CENTRE|96821622
1838|A&F; EMPLOYMENT CENTRE|96821622

1836|A&F; EMPLOYMENT CENTRE|96821622
1835|A&F; EMPLOYMENT CENTRE|96821622
1838|A&F; EMPLOYMENT CENTRE|96821622

1837|A&F; EMPLOYMENT CENTRE|31000151
642|A & E Employment Centre|31000151

1838|A&F; EMPLOYMENT CENTRE|96821622
1835|A&F; EMPLOYMENT CENTRE|96821622
1836|A&F; EMPLOYMENT CENTRE|96821622

1883|TAKEME EMPLOYMENT AGENCY|62267749
1882|TAKEME EMPLOYMENT AGENCY|62267749

1888|KA YIN EMPLOYMENT CENTRE|24873111
1889|KA YIN EMPLOYMENT CENTRE|24873111

1889|KA YIN EMPLOYMENT CENTRE|24873111
1888|KA YIN EMPLOYMENT CENTRE|24873111

1933|GOLDEN PEAK EMPLOYMENT AGENCY|27893218
1319|HAPPY HOUSE EMPLOYMENT AGENCY|27893218
1486|FAVOR MAID EMPLOYMENT AGENCY|27893218

1995|Gracefield Employment Service Limited|28776699
2236|HELPER EASY LIMITED|28776699

2121|CITY EMPLOYMENT PARADISE CO.|27726708
2233|SCENEWAY EMPLOYMENT PARADISE CO.|27726708

2122|TSUEN WAN EMPLOYMENT PARADISE CO.|24680380
2119|CITY EMPLOYMENT PARADISE CO.|24680380

2158|WING MING EMPLOYMENT SERVICES|63156633
2160|WING MING EMPLOYMENT SERVICES|63156633
2161|WING MING EMPLOYMENT SERVICES|63156633

2160|WING MING EMPLOYMENT SERVICES|63156633
2158|WING MING EMPLOYMENT SERVICES|63156633
2161|WING MING EMPLOYMENT SERVICES|63156633

2161|WING MING EMPLOYMENT SERVICES|63156633
2158|WING MING EMPLOYMENT SERVICES|63156633
2160|WING MING EMPLOYMENT SERVICES|63156633

2194|SMOOTH MAID EMPLOYMENT AGENCY LIMITED|26688498
449|Jumbo International Maid Employment Agency|26688498

2233|SCENEWAY EMPLOYMENT PARADISE CO.|27726708
2121|CITY EMPLOYMENT PARADISE CO.|27726708

2260|SINCERE COMPANY|21159923
2261|SINCERE COMPANY|21159923

2261|SINCERE COMPANY|21159923
2260|SINCERE COMPANY|21159923

2316|PEACEFUL COMPANY|67315667
2315|PEACEFUL COMPANY|67315667

2495|THE ONE HELPER AGENCY|51114393
2494|THE ONE HELPER AGENCY|51114393

2522|LT Domestic Helper Agency Limited|35202145
2726|R JOB LIMITED|35202145

2542|Helpers Market International Recruitment Limited|60389698
2517|WESTLAKE MANPOWER RESOURCES CO.|60389698

2612|GRAND WINNERS EMPLOYMENT CENTRE|27648708
1373|Grand Palace Employment Agency Centre|27648708

2688|Live-in Seedling Employment Service Co.|24898738
1872|GREEN SELECT EMPLOYMENT SERVICES CO.|24898738

2942|LUCKY MAIDS JOB CENTRE|28912896
148|EMPLOYMENT WORLD|28912896

2994|ANLIDA|27720086
1689|FUN TOP EMPLOYMENT SERVICE COMPANY|27720086

3024|Tick Helper Limited|21111105
1452|Mamie Employment Centre Limited|21111105
790|BLISS EMPLOYMENT SERVICES LIMITED|21111105

56|Beatrice Filipino Domestic Helpers|26823841
1798|HEARTFUL EMPLOYMENT SERVICES (HK) LIMITED|26823841

147|KA WO CONSULTANTS LIMITED|25263331
324|Home De Fairy Consultants Limited|25263331
60|D.D. Domestic Services|25263331

176|Good Link Consultants|23690816
177|Good Link Consultants|23690816

177|Good Link Consultants|23690816
176|Good Link Consultants|23690816

195|Mrs. MA's Employment Services|26533603
194|Mrs. MA's Employment Services|26533603
273|Romy Employment Services|26533603

221|Way Tech Consultants Company|28348886
161|SACRED HEART INTERNATIONAL CONSULTANTS|28348886

256|K&P; Employment Agency|27140849
257|K&P; Employment Agency|27140849

257|K&P; Employment Agency|27140849
256|K&P; Employment Agency|27140849

309|C. & K. ENTERPRISES COMPANY LIMITED|25783311
529|Pawer Express International Company Limited|25783311

337|Pak On (Hong Kong) Company Limited|29740000
735|Royalcorp Employment Agency Limited|29740000

319|Blue Sky Co.|23400648
397|The Searchers Human Resources Co.|23400648

542|Hung Chau Company Limited|31023311
543|Hung Chau Company Limited|31023311

656|AIE Employment Centre|27701198
641|A & E Employment Centre|27701198

658|ANSTAR LIMITED|23339015
261|Maid Home Employment Agency|23339015

669|Cable Employment Service Limited|22334343
224|Technic Employment Service Centre Limited|22334343

735|Royalcorp Employment Agency Limited|29740000
337|Pak On (Hong Kong) Company Limited|29740000

1186|CB Consultants|23886263
1263|Chris Benne|23886263
1568|TEH WONG MANPOWER|23886263

1207|Liberty Employment Agency|25786029
1206|Liberty Employment Agency|25786029

1228|LI WING EMPLOYMENT CENTRE|28973003
1419|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|28973003

1263|Chris Benne|23886263
1186|CB Consultants|23886263
1568|TEH WONG MANPOWER|23886263

1265|FESDI EMPLOYMENT CENTRE|28992101
1267|FESDI EMPLOYMENT CENTRE|28992101
1272|FESDI EMPLOYMENT CENTRE|28992101

1272|FESDI EMPLOYMENT CENTRE|28992101
1265|FESDI EMPLOYMENT CENTRE|28992101
1267|FESDI EMPLOYMENT CENTRE|28992101

1320|Sa Sa Employment Agency|28187898
563|Kasa Maid Agency Limited|28187898

1373|Grand Palace Employment Agency Centre|27648708
2612|GRAND WINNERS EMPLOYMENT CENTRE|27648708

1568|TEH WONG MANPOWER|23886263
1186|CB Consultants|23886263
1263|Chris Benne|23886263

2135|Kex Industrial Company|25228071
1057|FURTHER CREATION EMPLOYMENT CENTRE|25228071
1059|FURTHER CREATION EMPLOYMENT CENTRE|25228071

2155|M. Wise Company|24760868
2333|CHAK HANG COMPANY LIMITED|24760868

2315|PEACEFUL COMPANY|67315667
2316|PEACEFUL COMPANY|67315667

2333|CHAK HANG COMPANY LIMITED|24760868
2155|M. Wise Company|24760868

2494|THE ONE HELPER AGENCY|51114393
2495|THE ONE HELPER AGENCY|51114393

2517|WESTLAKE MANPOWER RESOURCES CO.|60389698
2542|Helpers Market International Recruitment Limited|60389698

2568|BTI COURIER EXPRESS|27812933
637|Pacific Garden Employment Agency|27812933

2682|Fong Wah Trading Co|27084038
1553|FAI SING (HONG KONG) LIMITED|27084038

404|Tai Ping Employment Agency|27619686
1193|J & P Employment Agency|27619686

1193|J & P Employment Agency|27619686
404|Tai Ping Employment Agency|27619686

1206|Liberty Employment Agency|25786029
1207|Liberty Employment Agency|25786029

2236|HELPER EASY LIMITED|28776699
1995|Gracefield Employment Service Limited|28776699

2983|SEBASTIAN|35868811
1808|FamilyMaid Employment Services Limited|35868811

268|Sumber Makmur Trading Co.|26739155
1634|HOME CARE EMPLOYMENT AGENCY LIMITED|26739155

1632|HOME CARE EMPLOYMENT AGENCY LIMITED|91925079
1633|HOME CARE EMPLOYMENT AGENCY LIMITED|91925079

