govid|english_name|address
1410|TOP WORLDWIDE PROFESSIONAL SERVICES CO.|Shop 8, 1st floor, Cheong On Commercial Plaza, Tsuen Cheong Centre, 114-128 Castle Peak Road, Tsuen Wan, New Territories
1583|Easy Maid Employment Agency Limited|Shop 8, 1st floor, Cheong On Commercial Plaza, Tsuen Cheong Centre, 114-128 Castle Peak Road, Tsuen Wan, New Territories
1152|Berkah Employment Consultant Centre|Shop 8, 1st floor, Cheong On Commercial Plaza, Tsuen Cheong Centre, 114-128 Castle Peak Road, Tsuen Wan, New Territories

442|Glory Semesta Manpower Limited|Room 2008, 20th floor, Hing Yip Commercial Centre, 272-284 Des Voeux Road Central, Sheung Wan, Hong Kong
990|Cheers Employment Limited|Room 2008, 20th floor, Hing Yip Commercial Centre, 272-284 Des Voeux Road Central, Sheung Wan, Hong Kong
2947|KA SHING MANPOWER AGENCY|Room 2008, 20th floor, Hing Yip Commercial Centre, 272-284 Des Voeux Road Central, Sheung Wan, Hong Kong

516|WINWIN EMPLOYMENT CENTRE LIMITED|Shop 29, Ground floor, Laguna Arcade, Phase 3, Laguna City, Cha Kwo Ling Road, Lam Tin, Kowloon
63|Laguna Employment Service|Shop 29, Ground floor, Laguna Arcade, Phase 3, Laguna City, Cha Kwo Ling Road, Lam Tin, Kowloon

517|Olivine Recruitment Services Limited|Shop 19, Ground floor, Bank Building, 259-269 Des Voeux Road West, Sai Ying Pun, Hong Kong
530|JOB'S ARE US COMPANY LIMITED|Shop 19, Ground floor, Bank Building, 259-269 Des Voeux Road West, Sai Ying Pun, Hong Kong

526|Happy Maids Employment Centre Limited|Unit 203, 2nd floor, Sam Cheong Building, 216-220 Des Voeux Road Central, Sheung Wan, Hong Kong
1709|CAREGIVER CO.|Unit 203, 2nd floor, Sam Cheong Building, 216-220 Des Voeux Road Central, Sheung Wan, Hong Kong
2842|KMGG GROUP GLOBAL COMPANY LIMITED|Unit 203, 2nd floor, Sam Cheong Building, 216-220 Des Voeux Road Central, Sheung Wan, Hong Kong

530|JOB'S ARE US COMPANY LIMITED|Shop 11A, Ground floor, 118 Connaught Road West, 118 Connaught Road West, Sai Ying Pun, Hong Kong
517|Olivine Recruitment Services Limited|Shop 11A, Ground floor, 118 Connaught Road West, 118 Connaught Road West, Sai Ying Pun, Hong Kong

590|Po Sing Employment Service Centre Limited|Shop I, Ground floor, Continental Mansion, 294 King's Road, North Point, Hong Kong
457|Beautiful House Employment Agency|Shop I, Ground floor, Continental Mansion, 294 King's Road, North Point, Hong Kong

629|HAPPY YO YO OVERSEA EMPLOYMENT AGENCY|Shop 1A7, Ground floor, Whampoa Estate, 99-109 Dock Street, Hung Hom, Kowloon
2189|KING'S ONE EMPLOYMENT AGENCY|Shop 1A7, Ground floor, Whampoa Estate, 99-109 Dock Street, Hung Hom, Kowloon

633|Convoy Employment Consultant Limited|Room C, 1st floor, King Fung Building, 60-62 Kwong Fuk Road, Tai Po, New Territories
1099|Asia-Ex Employment Centre|Room C, 1st floor, King Fung Building, 60-62 Kwong Fuk Road, Tai Po, New Territories
1420|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|Room C, 1st floor, King Fung Building, 60-62 Kwong Fuk Road, Tai Po, New Territories

774|GOLDEN MOON EMPLOYMENT CO.|Shop 55, 1st floor, Hop Yick Commercial Centre, 33 Hop Choi Street, Yuen Long, New Territories
1170|L AND A EMPLOYMENT AGENCY|Shop 55, 1st floor, Hop Yick Commercial Centre, 33 Hop Choi Street, Yuen Long, New Territories
1900|Gold Profit Employment Agency|Shop 55, 1st floor, Hop Yick Commercial Centre, 33 Hop Choi Street, Yuen Long, New Territories
2779|CAPITAL SUN EMPLOYMENT CENTRE|Shop 55, 1st floor, Hop Yick Commercial Centre, 33 Hop Choi Street, Yuen Long, New Territories
557|C & R Employment Agency|Shop 55, 1st floor, Hop Yick Commercial Centre, 33 Hop Choi Street, Yuen Long, New Territories

846|MISSION EMPLOYMENT AGENCY LIMITED|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
2445|Prosperity Employment Centre|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
2832|Serious Employment Centre Limited|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
334|A.V.M.S. Limited|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
417|LEADER EMPLOYMENT COMPANY LIMITED|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
979|Sunny Day Employment Agency|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
435|Get Maid Agency|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
667|Chin House Employment Agency Limited|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
1469|Yuk Fai Employment Agency|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
66|Wellmark Employment Services Consultant|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
377|New Star Co|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
1964|EVERBEST MAIDS EMPLOYMENT AGENCY|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories
2876|MY SWEET HOME EMPLOYMENT AGENCY|Shop 163, Level 1, Metro City Plaza Phase 3, MCP Discovery, 8 Mau Yip Road, Tseung Kwan O, New Territories

877|MASS TRINITY INTERNATIONAL LIMITED|Room 706, 7th floor, Tung Ming Building, 40-42 Des Voeux Road Central, Central, Hong Kong
12|Top Services and Company|Room 706, 7th floor, Tung Ming Building, 40-42 Des Voeux Road Central, Central, Hong Kong
1162|Top Aid Employment & Travel Services|Room 706, 7th floor, Tung Ming Building, 40-42 Des Voeux Road Central, Central, Hong Kong

908|AMAHSEARCH LIMITED|Room 1003-1004, 10th floor, Yat Fat Building, 44-46 Des Voeux Road Central, Central, Hong Kong
150|J.V.S. Investments|Room 1003-1004, 10th floor, Yat Fat Building, 44-46 Des Voeux Road Central, Central, Hong Kong
308|SUNTEK ENTERPRISE LIMITED|Room 1003-1004, 10th floor, Yat Fat Building, 44-46 Des Voeux Road Central, Central, Hong Kong
2101|FABULOUS EMPLOYMENT AGENCY|Room 1003-1004, 10th floor, Yat Fat Building, 44-46 Des Voeux Road Central, Central, Hong Kong
388|Frank Express Employment Centre|Room 1003-1004, 10th floor, Yat Fat Building, 44-46 Des Voeux Road Central, Central, Hong Kong
1359|Bandung Enterprises|Room 1003-1004, 10th floor, Yat Fat Building, 44-46 Des Voeux Road Central, Central, Hong Kong

944|AA Plus Employment Agency Company Limited|Shop 40, Ground floor, Block 10, City Garden Shopping Centre, 233 Electric Road, North Point, Hong Kong
246|Family Care Employment Agency|Shop 40, Ground floor, Block 10, City Garden Shopping Centre, 233 Electric Road, North Point, Hong Kong
1278|R.O.A. Personnel and Employment Agency|Shop 40, Ground floor, Block 10, City Garden Shopping Centre, 233 Electric Road, North Point, Hong Kong
1714|Modern Employment Agency Company|Shop 40, Ground floor, Block 10, City Garden Shopping Centre, 233 Electric Road, North Point, Hong Kong
471|ABNC EMPLOYMENT AGENCIES CO.|Shop 40, Ground floor, Block 10, City Garden Shopping Centre, 233 Electric Road, North Point, Hong Kong
1546|R&E; Employment Agency|Shop 40, Ground floor, Block 10, City Garden Shopping Centre, 233 Electric Road, North Point, Hong Kong
2117|CITY EMPLOYMENT PARADISE CO.|Shop 40, Ground floor, Block 10, City Garden Shopping Centre, 233 Electric Road, North Point, Hong Kong
1978|TAYLOR AGENCY CO|Shop 40, Ground floor, Block 10, City Garden Shopping Centre, 233 Electric Road, North Point, Hong Kong
457|Beautiful House Employment Agency|Shop 40, Ground floor, Block 10, City Garden Shopping Centre, 233 Electric Road, North Point, Hong Kong

1057|FURTHER CREATION EMPLOYMENT CENTRE|Room 1709-10, 17th floor, Crawford House, 70 Queen's Road Central, Central, Hong Kong
2135|Kex Industrial Company|Room 1709-10, 17th floor, Crawford House, 70 Queen's Road Central, Central, Hong Kong

1059|FURTHER CREATION EMPLOYMENT CENTRE|Flat A, 15th floor, Prosperous Commercial Building, 54 Jardine's Bazaar, Causeway Bay, Hong Kong
1003|KAH KAH EMPLOYMENT|Flat A, 15th floor, Prosperous Commercial Building, 54 Jardine's Bazaar, Causeway Bay, Hong Kong

1109|C.A.N.A. PLACEMENT SERVICES LIMITED|Shop 88, Ground floor, Eastern Plaza, Koway Court, 111 Chai Wan Road, Chai Wan, Hong Kong
896|High Quality Agency Limited|Shop 88, Ground floor, Eastern Plaza, Koway Court, 111 Chai Wan Road, Chai Wan, Hong Kong

1116|Joe Employment (Oversea) Agency Co|Shop B27, 1st floor, Richly Plaza, Kingswood Villas, Tin Shui Wai, New Territories
1597|BONBON EMPLOYMENT AGENCY CENTRE|Shop B27, 1st floor, Richly Plaza, Kingswood Villas, Tin Shui Wai, New Territories
2612|GRAND WINNERS EMPLOYMENT CENTRE|Shop B27, 1st floor, Richly Plaza, Kingswood Villas, Tin Shui Wai, New Territories

1120|ASIA EXPANSION LIMITED|Unit B, 17th floor, Wang Cheong Commercial Building, 251 Reclamation Street, Yau Ma Tei, Kowloon
1526|SUKI EMPLOYMENT SERVICE COMPANY|Unit B, 17th floor, Wang Cheong Commercial Building, 251 Reclamation Street, Yau Ma Tei, Kowloon
674|VIEW RISE MAID SERVICE|Unit B, 17th floor, Wang Cheong Commercial Building, 251 Reclamation Street, Yau Ma Tei, Kowloon

1129|MADAM JOE PROFESSIONAL DOMESTIC SERVICES COMPANY|Room 501, 5th floor, General Commercial Building, 156-164 Des Voeux Road Central, Central, Hong Kong
2874|MY SWEET HOME EMPLOYMENT AGENCY|Room 501, 5th floor, General Commercial Building, 156-164 Des Voeux Road Central, Central, Hong Kong
47|Great Top Employment Service Centre|Room 501, 5th floor, General Commercial Building, 156-164 Des Voeux Road Central, Central, Hong Kong
154|Mabros Employment Agency|Room 501, 5th floor, General Commercial Building, 156-164 Des Voeux Road Central, Central, Hong Kong
508|Hong Maid Employment Agency|Room 501, 5th floor, General Commercial Building, 156-164 Des Voeux Road Central, Central, Hong Kong
555|Find a Foreign Employer Agency|Room 501, 5th floor, General Commercial Building, 156-164 Des Voeux Road Central, Central, Hong Kong

1131|EAST ASIA BRIDGE CONSULT LIMITED|Room 0079, Ground floor, Smiling Shau Kei Wan Plaza, 360A Shau Kei Wan Road, Shau Kei Wan, Hong Kong
1090|ASEAN EMPLOYMENT CENTRE|Room 0079, Ground floor, Smiling Shau Kei Wan Plaza, 360A Shau Kei Wan Road, Shau Kei Wan, Hong Kong
1658|Best of Best (BOB) Employment Centre|Room 0079, Ground floor, Smiling Shau Kei Wan Plaza, 360A Shau Kei Wan Road, Shau Kei Wan, Hong Kong

1420|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|No. 116, 1st floor, Kwong Fuk Building, 114-124 Kwong Fuk Road, Tai Po, New Territories
163|ASIA-ONE EMPLOYMENT AGENCY|No. 116, 1st floor, Kwong Fuk Building, 114-124 Kwong Fuk Road, Tai Po, New Territories
633|Convoy Employment Consultant Limited|No. 116, 1st floor, Kwong Fuk Building, 114-124 Kwong Fuk Road, Tai Po, New Territories

1421|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|Room 69, 2nd floor, Houston Centre, 63 Mody Road, Tsim Sha Tsui East, Kowloon
1823|Top Century Employment Centre|Room 69, 2nd floor, Houston Centre, 63 Mody Road, Tsim Sha Tsui East, Kowloon

1602|Top Reliance Professionals Deployment Services Company|Room 606, 6th floor, Tung Ming Building, 40-42 Des Voeux Road Central, Central, Hong Kong
2470|GOOD COMPANION EMPLOYMENT CENTER|Room 606, 6th floor, Tung Ming Building, 40-42 Des Voeux Road Central, Central, Hong Kong
3039|GOOD COMPANION EMPLOYMENT CENTER LIMITED|Room 606, 6th floor, Tung Ming Building, 40-42 Des Voeux Road Central, Central, Hong Kong

1607|Ensemble Human Resources Co. Limited|Room 926, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
19|Prime Services & Trading Co|Room 926, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
406|CROWN BRILLIANT AGENCY LIMITED|Room 926, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
568|Nan Fung Employment Service Centre Limited|Room 926, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
828|WD Employment Agency Co.|Room 926, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories

1608|Ensemble Human Resources Co. Limited|Shop 2, Ground floor, Winland Building, 1A-1F, 1-13 Shui Che Kwun Street, Yuen Long, New Territories
1243|HOUSE MAID AGENCY LIMITED|Shop 2, Ground floor, Winland Building, 1A-1F, 1-13 Shui Che Kwun Street, Yuen Long, New Territories
444|Ming Hay Employment Services Company|Shop 2, Ground floor, Winland Building, 1A-1F, 1-13 Shui Che Kwun Street, Yuen Long, New Territories

1639|MING MING EMPLOYMENT AGENCY|Room 12D, 18th floor. Witty Commercial Building, 1A-1L Tung Choi Street, Mong Kok, Kowloon
902|Grand Royal (AFT) Employment|Room 12D, 18th floor. Witty Commercial Building, 1A-1L Tung Choi Street, Mong Kok, Kowloon
1270|FESDI EMPLOYMENT CENTRE|Room 12D, 18th floor. Witty Commercial Building, 1A-1L Tung Choi Street, Mong Kok, Kowloon

1769|Abundance Employment Agency|Room 2606, 26th floor, Golden Era Plaza, 39 Sai Yee Street, Mong Kok, Kowloon
1570|GUARDIAN EMPLOYMENT AGENCY|Room 2606, 26th floor, Golden Era Plaza, 39 Sai Yee Street, Mong Kok, Kowloon

1891|Gianteagle Maid Express Consultants|Room 150, 1st floor, T.Mark Shopping Centre, Dung Fat Mansion, 18 Tai Ho Road, Tsuen Wan, New Territories
386|Jedegal Consultants Co.|Room 150, 1st floor, T.Mark Shopping Centre, Dung Fat Mansion, 18 Tai Ho Road, Tsuen Wan, New Territories

1963|HOME OF THE ELDERLY HUMAN RESOURCES CONSULTANTS|Room 12, 11th floor, Block A, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok, Kowloon
2659|EMINENT TALENTS|Room 12, 11th floor, Block A, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok, Kowloon

2095|WIN ELEGANT DEVELOPMENT LIMITED|Room L3, 16th floor, Wah Lik Industrial Centre, 459-469 Castle Peak Road, Tsuen Wan, New Territories
225|Technic Employment Service Centre Limited|Room L3, 16th floor, Wah Lik Industrial Centre, 459-469 Castle Peak Road, Tsuen Wan, New Territories
985|Skytrend Employment Agency|Room L3, 16th floor, Wah Lik Industrial Centre, 459-469 Castle Peak Road, Tsuen Wan, New Territories
448|Jumbo International Maid Employment Agency|Room L3, 16th floor, Wah Lik Industrial Centre, 459-469 Castle Peak Road, Tsuen Wan, New Territories
2057|UNIQUE EMPLOYMENT CENTRE LIMITED|Room L3, 16th floor, Wah Lik Industrial Centre, 459-469 Castle Peak Road, Tsuen Wan, New Territories

2119|CITY EMPLOYMENT PARADISE CO.|Shop 38B, Ground floor, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long, New Territories
968|KA ON EMPLOYMENT COMPANY|Shop 38B, Ground floor, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long, New Territories
2952|LEADER PRO EMPLOYMENT COMPANY LIMITED|Shop 38B, Ground floor, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long, New Territories
419|LEADER EMPLOYMENT COMPANY LIMITED|Shop 38B, Ground floor, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long, New Territories
444|Ming Hay Employment Services Company|Shop 38B, Ground floor, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long, New Territories
1633|HOME CARE EMPLOYMENT AGENCY LIMITED|Shop 38B, Ground floor, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long, New Territories
1784|MABEL EMPLOYMENT AGENCY|Shop 38B, Ground floor, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long, New Territories
2639|BRIGHT STAR EMPLOYMENT AGENCY|Shop 38B, Ground floor, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long, New Territories

2227|Ansin Employment Services|Room 501, 5th floor, Tung Sun Commercial Centre, 194-200 Lockhart Road, Wan Chai, Hong Kong
1787|HELPER SEARCH TECHNOLOGIES LIMITED|Room 501, 5th floor, Tung Sun Commercial Centre, 194-200 Lockhart Road, Wan Chai, Hong Kong

2245|BEM-BEM EMPLOYMENT AGENCY|Shop 124-125, Basement of Maximall, 233 Electric Road, North Point, Hong Kong
2243|SOLO EMPLOYMENT AGENCY|Shop 124-125, Basement of Maximall, 233 Electric Road, North Point, Hong Kong
2269|DILIGENT EMPLOYMENT|Shop 124-125, Basement of Maximall, 233 Electric Road, North Point, Hong Kong

2354|WILLPOWER EMPLOYMENT CONSULTANT|Shop 9, 1st floor, Pei Ho Building, 115 Fuk Wa Street, Sham Shui Po, Kowloon
2761|TOKO-OK EMPLOYMENT AGENCY|Shop 9, 1st floor, Pei Ho Building, 115 Fuk Wa Street, Sham Shui Po, Kowloon

2390|LEWESKOOL CONSULTING CO. LIMITED|Room 2512, 25th floor, Office Tower, Langham Place, 8 Argyle Street, Mong Kok, Kowloon
2987|BC DREAMS COMPANY LIMITED|Room 2512, 25th floor, Office Tower, Langham Place, 8 Argyle Street, Mong Kok, Kowloon
1906|JOVIAL EMPLOYMENT CENTRE|Room 2512, 25th floor, Office Tower, Langham Place, 8 Argyle Street, Mong Kok, Kowloon
2125|FAIR CHOICE DOMESTIC HELPER SERVICES|Room 2512, 25th floor, Office Tower, Langham Place, 8 Argyle Street, Mong Kok, Kowloon

2453|Hongkong Better Care Limited|Flat B, 4th floor, Shing Hing Commercial Building, 21-27 Wing Kut Street, Central, Hong Kong
1187|Connaught Employment Agency|Flat B, 4th floor, Shing Hing Commercial Building, 21-27 Wing Kut Street, Central, Hong Kong

2470|GOOD COMPANION EMPLOYMENT CENTER|Room 306, 6th floor, Yue's House, 304-306 Des Voeux Road Central, Central, Hong Kong
1602|Top Reliance Professionals Deployment Services Company|Room 306, 6th floor, Yue's House, 304-306 Des Voeux Road Central, Central, Hong Kong

2472|GALILEE EMPLOYMENT SERVICE COMPANY|Room 2102D, 21st floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories
850|MISSION EMPLOYMENT AGENCY LIMITED|Room 2102D, 21st floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories

2659|EMINENT TALENTS|Suite 12, 11th floor, Block A, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok, Kowloon
1963|HOME OF THE ELDERLY HUMAN RESOURCES CONSULTANTS|Suite 12, 11th floor, Block A, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok, Kowloon

2725|Joyfuleasy Employment Agency|Room 1006, 10th floor, McDonald's Building, 48 Yee Wo Street, Causeway Bay, Hong Kong
277|Wai Wai Company|Room 1006, 10th floor, McDonald's Building, 48 Yee Wo Street, Causeway Bay, Hong Kong

2726|R JOB LIMITED|Unit 501-502, 5th floor, Hanford Commercial Centre, 221B-E Nathan Road, Jordan, Kowloon
2522|LT Domestic Helper Agency Limited|Unit 501-502, 5th floor, Hanford Commercial Centre, 221B-E Nathan Road, Jordan, Kowloon

2776|Ho Yip Employment Agency Limited|Shop 35, 1st floor, Cheong Ning Building, 202-216 Sai Lau Kok Road, Tsuen Wan, New Territories
386|Jedegal Consultants Co.|Shop 35, 1st floor, Cheong Ning Building, 202-216 Sai Lau Kok Road, Tsuen Wan, New Territories

2874|MY SWEET HOME EMPLOYMENT AGENCY|Room 502, 5th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong
1129|MADAM JOE PROFESSIONAL DOMESTIC SERVICES COMPANY|Room 502, 5th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong
47|Great Top Employment Service Centre|Room 502, 5th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong
154|Mabros Employment Agency|Room 502, 5th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong
1599|Rising Sun Employment Agency|Room 502, 5th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong
555|Find a Foreign Employer Agency|Room 502, 5th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong
508|Hong Maid Employment Agency|Room 502, 5th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong

2921|VISION OVERSEAS EMPLOYMENT AGENCY LIMITED|Room A2, 19th floor, Gaylord Commercial Building, 114-118 Lockhart Road, Wan Chai, Hong Kong
1883|TAKEME EMPLOYMENT AGENCY|Room A2, 19th floor, Gaylord Commercial Building, 114-118 Lockhart Road, Wan Chai, Hong Kong
2158|WING MING EMPLOYMENT SERVICES|Room A2, 19th floor, Gaylord Commercial Building, 114-118 Lockhart Road, Wan Chai, Hong Kong

2935|REGIONAL SELECTION CENTRE|Room 606, 6th floor, Corn Yan Centre, 3 Jupiter Street, Fortress Hill, Hong Kong
328|Good Fellow Resources Company Limited|Room 606, 6th floor, Corn Yan Centre, 3 Jupiter Street, Fortress Hill, Hong Kong
1194|TOTAL RICH FUND LIMITED|Room 606, 6th floor, Corn Yan Centre, 3 Jupiter Street, Fortress Hill, Hong Kong

2950|EASING (INT'L) EMPLOYMENT SERVICES CENTRE|Shop 8-9, Ground floor, Tseung Kwan O Market, Verbena Heights, 8 Mau Tai Road, Tseung Kwan O, New Territories
349|Asia Well Employment Service|Shop 8-9, Ground floor, Tseung Kwan O Market, Verbena Heights, 8 Mau Tai Road, Tseung Kwan O, New Territories
543|Hung Chau Company Limited|Shop 8-9, Ground floor, Tseung Kwan O Market, Verbena Heights, 8 Mau Tai Road, Tseung Kwan O, New Territories
753|Homes Employment Agency Limited|Shop 8-9, Ground floor, Tseung Kwan O Market, Verbena Heights, 8 Mau Tai Road, Tseung Kwan O, New Territories
1218|Graceful-worker Employment Agency|Shop 8-9, Ground floor, Tseung Kwan O Market, Verbena Heights, 8 Mau Tai Road, Tseung Kwan O, New Territories

